id,latex,language,pronunciation
37062, \frac{b-1 -k(r-1)}{\frac{v}{k}-1}=sk-k+1 ,eng,"The fraction with numerator b minus one minus k times open parenthesis r minus one close parenthesis, over the whole thing v over k minus one, equals sk minus k plus one."
37063, \frac{b-1 -k(r-1)}{\frac{v}{k}-1}=sk-k+1 ,eng,"B minus one minus k times the quantity r minus one, over v over k minus one equals sk minus k plus one."
37066,I_{\textbf{d}}(P_i)_{c}=\sum_{j=1}^2 I_{\textbf{d}}^j (P_{i})_{c}.,eng,"I sub d at P sub i, sub c equals the sum for j equals one to two of I sub d higher j at P sub i, sub c."
37067,I_{\textbf{d}}(P_i)_{c}=\sum_{j=1}^2 I_{\textbf{d}}^j (P_{i})_{c}.,eng,Eye sub dee of P i sub c equals sum from j equals one to two of eye sub dee superscript j of P i sub c.
37070,"E(f)=\left(\int_0^1 f(t)\,dt\right)I,\ \ \ \ f\in L^\infty [0,1].",eng,"E of f is equal to the integral from zero to one of f of t with respect to t times I, where f belongs to L infinity from zero to one."
37071,"E(f)=\left(\int_0^1 f(t)\,dt\right)I,\ \ \ \ f\in L^\infty [0,1].",eng,"E of f equals the definite integral of f of t from zero to one dt times I, with f in L infinity zero to one."
37074, \|Du(x)\|_*^2=2U(x),eng,The norm of the gradient of u at x squared equals two times U of x.
37075, \|Du(x)\|_*^2=2U(x),eng,The magnitude of the derivative of u at x squared is equal to two U of x.
37078," A x = b, ",eng,ay times x equals bee
37079," A x = b, ",eng,a multiplied by x is equal to b
37082,"\int_{b_n}^1 (k+1)r^{k+1} \, dr = \frac{k+1}{k+2}(1-b_n^{k+1}) \ge \frac{1}{2}.",eng,"The integral from b sub n to 1 of parentheses k plus 1 end parentheses times r raised to the power of k plus 1 with respect to r equals the fraction with a numerator of k plus 1 and a denominator of k plus 2, times the difference of 1 minus b sub n raised to the power of k plus 1, greater than or equal to one half."
37083,"\int_{b_n}^1 (k+1)r^{k+1} \, dr = \frac{k+1}{k+2}(1-b_n^{k+1}) \ge \frac{1}{2}.",eng,Integral from b sub n to 1 of k plus 1 multiplied by r to the power of k plus 1 with regards to dr equals k plus 1 divided by k plus 2 times the quantity 1 minus b sub n raised to the k plus 1. This is greater than or equal to one half.
37086,"dZ^{\rm ASEP} = \sqrt{pq} \Delta Z^{\rm ASEP}dt + Z^{\rm ASEP} dM\,.",eng,dee Z uh-s-e-p equals the square root of p q times Delta Z uh-s-e-p d t plus Z uh-s-e-p dee M period
37087,"dZ^{\rm ASEP} = \sqrt{pq} \Delta Z^{\rm ASEP}dt + Z^{\rm ASEP} dM\,.",eng,d Z of asep equals square root of p q times delta Z of asep dt plus Z of asep d M period
37090,1_{M(C_0(N))} = \sum_{i \in I}^{} e^*_ie_i.,eng,One sub M of C sub zero of N equals the sum over i in I of e star sub i e sub i.
37091,1_{M(C_0(N))} = \sum_{i \in I}^{} e^*_ie_i.,eng,One subscript M of C subscript zero of N is equal to the summation over i in the set I of e star sub i times e sub i.
37094,"sh_{1}+\lambda =\partial ^{i}n_{i}, ",eng,S H sub one plus lambda equals partial superscript i N sub i
37095,"sh_{1}+\lambda =\partial ^{i}n_{i}, ",eng,S H one plus lambda equals partial to the i of the N sub i
37098,\chi_{G}(z) =\sum_{k=0}^{n} (-1)^{n-k} d_{n-k} z^k.,eng,Chi sub G of z equals the summation from k equals zero to n of negative one to the power of n minus k times d sub n minus k times z to the power of k.
37099,\chi_{G}(z) =\sum_{k=0}^{n} (-1)^{n-k} d_{n-k} z^k.,eng,Chi sub G of z is the sum for k from zero to n of negative one raised to the n minus k multiplied by d sub n minus k multiplied by z raised to the k.
37102,"d_S = \min \bigl\{ \gcd\{x,y\} \colon x, y \in S \bigr\}. ",eng," ""d sub s equals the minimum of the greatest common divisor of x and y for all x and y belonging to set s"""
37103,"d_S = \min \bigl\{ \gcd\{x,y\} \colon x, y \in S \bigr\}. ",eng," ""d s is the minimum value of gcd of the pair x and y, where x and y are elements of set s"""
37106,\rho_{\ell'}=\rho_{\lambda'}.,eng,Rho sub ell prime equals rho sub lambda prime.
37107,\rho_{\ell'}=\rho_{\lambda'}.,eng,Rho L-prime is equal to rho lambda-prime.
37110,\tilde{g} = g + \chi ( x \epsilon^{-1}) ( \tilde{g}_{\infty} - g_{\infty}).,eng,Tilde g equals g plus chi times open parenthesis x epsilon to the power minus one close parenthesis times open parenthesis tilde g sub infinity minus g sub infinity close parenthesis.
37111,\tilde{g} = g + \chi ( x \epsilon^{-1}) ( \tilde{g}_{\infty} - g_{\infty}).,eng,Tilde gee is equal to gee plus kai into open bracket x epsilon raised to the power of negative one close bracket into open bracket tilde gee infinity minus gee infinity close bracket.
37114,"[\omega]=\sum_rL^r[\omega_r],",eng,The expression open bracket omega close bracket equals the summation from r of L to the r power times open bracket omega sub r close bracket.
37115,"[\omega]=\sum_rL^r[\omega_r],",eng,Bracket omega bracket is equal to the sum over r of L raised to the r times bracket omega sub r bracket.
37118,a=\left(1-\sqrt{r}\right)^2; b=\left(1+\sqrt{r}\right)^2.,eng,a equals open parenthesis one minus the square root of r close parenthesis squared; b equals open parenthesis one plus the square root of r close parenthesis squared.
37119,a=\left(1-\sqrt{r}\right)^2; b=\left(1+\sqrt{r}\right)^2.,eng,a is the quantity of one minus the square root of r squared; b is the quantity of one plus the square root of r squared.
37122,"\overline{\delta}((a_{ij})_{n\times n})=(\delta(a_{ij}))_{n\times n},",eng,average delta of aij sub n by n equals delta of aij sub n by n
37123,"\overline{\delta}((a_{ij})_{n\times n})=(\delta(a_{ij}))_{n\times n},",eng,bar delta of matrix a sub i j in n by n format equals delta of a i j in n by n format
37126,"\overline{w}_0 &= \pi(w_0) = (\pi/2, \pi), &\overline{w}_1 &= \pi(w_1) = (3\pi/2, \pi).",eng,"W-zero-bar equals pi of W-zero, which equals pi over two and pi. W-one-bar equals pi of W-one, which equals three pi over two and pi."
37127,"\overline{w}_0 &= \pi(w_0) = (\pi/2, \pi), &\overline{w}_1 &= \pi(w_1) = (3\pi/2, \pi).",eng,"W-zero-bar is equal to pi of W-zero; that is pi divided by two and pi. W-one-bar is equal to pi of W-one, that's three pi divided by two and pi."
37130,Q_ee'=e Q_{e'}e=e'.,eng,Q sub ee prime equals e Q sub e prime e equals e prime
37131,Q_ee'=e Q_{e'}e=e'.,eng,Q sub e e dash equals e Q sub e dash e equals e dash
37134,"-v_{xx} = z\rho(x) v, 0<x<1, v_x(0)-hv(0)=0, v_x(1)+Hv(1)=0, ",eng,"minus v sub x x equals z rho of x times v, for x between zero and one, v sub x of zero minus h v of zero equals zero, v sub x of one plus H v of one equals zero"
37135,"-v_{xx} = z\rho(x) v, 0<x<1, v_x(0)-hv(0)=0, v_x(1)+Hv(1)=0, ",eng,"negative v double prime equals z rho of x times v, with x in the open interval zero to one, v prime at zero minus h times v at zero equals zero, and v prime at one plus H times v at one equals zero"
37138,"P_{out}^{UB}\left(\rho_{th}\right)=\sum_{i=1}^{6}\Pr\left\{ E_{i}\left(\rho_{th}\right)\right\} ,",eng,P sub out to the power of UB of rho sub th equals the sum from i equals 1 to 6 of the probability of E sub i of rho sub th.
37139,"P_{out}^{UB}\left(\rho_{th}\right)=\sum_{i=1}^{6}\Pr\left\{ E_{i}\left(\rho_{th}\right)\right\} ,",eng,P sub out superscript UB of rho sub th is the sum as i goes from 1 to 6 of the probability of event i of rho sub th.
37142,"(\nabla_{Z_1}J)_{Z_2}= J_{\Psi(Z_1,Z_2)}.",eng,"""The gradient of J with respect to Z1 subscript Z2 equals J subscript Psi of Z1 and Z2. """
37143,"(\nabla_{Z_1}J)_{Z_2}= J_{\Psi(Z_1,Z_2)}.",eng,"""Open bracket nabla Z1 J close bracket subscript Z2 equals J subscript Psi open bracket Z1, Z2 close bracket."""
37146,P_{\lambda_1}(\eta_s(O)=1)\geq P_{\lambda_2}(\eta_t(O)=1).,eng,P sub lambda one of eta sub s of O equals one is greater than or equal to P sub lambda two of eta sub t of O equals one.
37147,P_{\lambda_1}(\eta_s(O)=1)\geq P_{\lambda_2}(\eta_t(O)=1).,eng,"Probability of lambda one of eta sub s of O equals one, is greater than or equal to the probability of lambda two of eta sub t of O equals one."
37150,"\tilde{I}_{r_{1}\cdots r_{s}}=\int_{M}{\sf C}_{r_{1}}\cdots {\sf C}_{r_{s}},",eng,Tilde I sub r one to r s equals integral over M C sub r one to C sub r s.
37151,"\tilde{I}_{r_{1}\cdots r_{s}}=\int_{M}{\sf C}_{r_{1}}\cdots {\sf C}_{r_{s}},",eng,I with a tilde sub r one through r s equals the integral on M of C sub r one through to C sub r s.
37154,"\lim_{t\to 1-}\int_t^1\int_0^{\infty}\left(f'(a)a_r^2+\frac{f^2(a)}{r^2}\right)\,rdr=0.",eng,"The limit as t approaches 1 from the left of the double integral from t to 1 and from 0 to infinity of the quantity, f prime of a times a sub r squared, plus f squared of a over r squared, times r dr, equals zero."
37155,"\lim_{t\to 1-}\int_t^1\int_0^{\infty}\left(f'(a)a_r^2+\frac{f^2(a)}{r^2}\right)\,rdr=0.",eng,"Taking the limit for t tending to one from below, evaluate the integral from t to one and zero to infinity of the expression, derivative of f with respect to a times a sub r squared, plus, square of f of a over r squared, multiplied by small r dr is equal to zero."
37158,"{\cal S}(P) \subset V_3(p,q).",eng,cal S of P is contained in V three of p comma q
37159,"{\cal S}(P) \subset V_3(p,q).",eng,the set of P is a subset of V sub 3 at p and q
37162,"\beta_{a,s}=\chi_{[a,\infty)}(y)\cdot (A_s y^s + B_s y^{1-s}-y^s).",eng,beta sub a comma s equals chi sub open bracket a comma infinity close bracket of y times open parenthesis A sub s y to the power of s plus B sub s y to the power of 1 minus s minus y to the power of s close parenthesis.
37163,"\beta_{a,s}=\chi_{[a,\infty)}(y)\cdot (A_s y^s + B_s y^{1-s}-y^s).",eng,"beta subscript a, s equals chi subscript open bracket a comma infinity close bracket of y times open parenthesis A subscript s y to the power of s plus B subscript s y to the power of one minus s minus y to the power of s close parenthesis."
37166,"|\nabla u_k(x)| = \frac{F(r_m)}{r_m}, \textrm{ when } x\in P_m \cup P_m^* \,.",eng,The absolute value of the gradient nabla u sub k of x equals the fraction F evaluated at r sub m divided by r sub m when x belongs to the set P sub m union P sub m star.
37167,"|\nabla u_k(x)| = \frac{F(r_m)}{r_m}, \textrm{ when } x\in P_m \cup P_m^* \,.",eng,Magnitude of nabla u k x equals F of r m over r m when x is an element of P m union P m star.
37170,"E_O(x,R)=F_O(x,r)=\left\{z\in B^n\biggm| \frac{|1-\langle z,x\rangle|^2}{1-\|z\|^2}<R\right\}\;.",eng,"E sub O of x, R equals F sub O of x, r equals the set of z in B to the power of n such that the absolute value of 1 minus the inner product of z and x squared over 1 minus the norm of z squared is less than R."
37171,"E_O(x,R)=F_O(x,r)=\left\{z\in B^n\biggm| \frac{|1-\langle z,x\rangle|^2}{1-\|z\|^2}<R\right\}\;.",eng,"E sub O of x, R equals F sub O of x, r. Consider all z in the n-dimensional space B, where the squared modulus of the inner product of z and x minus one, over the norm of z squared subtracted from one is smaller than R."
37174, \sigma_{B}(\varphi\psi)=(\sigma_{B}\varphi)(\sigma_{B}\psi). ,eng,"""sigma sub B of open parenthesis var phi psi close parenthesis equals open parenthesis sigma sub B var phi close parenthesis open parenthesis sigma sub B psi close parenthesis"""
37175, \sigma_{B}(\varphi\psi)=(\sigma_{B}\varphi)(\sigma_{B}\psi). ,eng,"""sigma B of phi psi equals the product of sigma B phi and sigma B psi"""
37178,"-\hat{u}_{p,+}''-h\frac{N-1}{hs+k}\hat{u}_{p,+}'+ h^2 \hat{u}_{p,+}= (\hat{u}_{p,+})^p.",eng,Negative u sub p plus double prime minus h times the fraction of N minus one over the quantity h s plus k times u sub p plus prime plus h squared times u sub p plus equals the quantity u sub p plus to the power of p.
37179,"-\hat{u}_{p,+}''-h\frac{N-1}{hs+k}\hat{u}_{p,+}'+ h^2 \hat{u}_{p,+}= (\hat{u}_{p,+})^p.",eng,Minus the second derivative of u with respect to p plus minus h multiplied by N minus one over the sum of h s and k times the first derivative of u with respect to p plus plus h squared u sub p plus is equal to u sub p plus raised to the power of p.
37182,"V(R) = \frac{1}{R^2} + \frac{R^2}{M^2} - \frac{g^2 \, M}{R^{d-2}} \, .",eng,V of R equals one over R squared plus R squared over M squared minus g squared M over R to the power of d minus two.
37183,"V(R) = \frac{1}{R^2} + \frac{R^2}{M^2} - \frac{g^2 \, M}{R^{d-2}} \, .",eng,"V of R is equal to the fraction of one divided by R squared, plus the fraction R squared over M squared, minus the fraction of g squared times M divided by R raised to the power of d minus two."
37186,"J_i(t) = \{\ell \ge 1: j_{\ell,t}(0)=i, |X_{\ell,t}(s)-x_i|<c~ \forall s \in [0,t]\}\, ,",eng,Jay sub eye of tee equals the set of el greater than or equal to one such that jay sub ell tee of zero equals eye and the absolute value of X sub ell tee of ess minus x sub eye is less than c for all ess in the interval from zero to tee.
37187,"J_i(t) = \{\ell \ge 1: j_{\ell,t}(0)=i, |X_{\ell,t}(s)-x_i|<c~ \forall s \in [0,t]\}\, ,",eng,Jay sub eye of tee equals the collection of all el greater than or equal to one where jay sub ell tee at zero equals eye and the distance between X sub ell tee of ess and x sub eye is strictly less than c across all ess in the range zero to tee.
37190,"\sigma^k &\in \bigoplus_{n \in I} \langle x \mapsto \sin(n x) \rangle, k = 1,\ldots,m.",eng,"1. Sigma to the power of k belongs to the direct sum over n in I of the set of functions where x maps to sine of n times x, for k equals 1 to m."
37191,"\sigma^k &\in \bigoplus_{n \in I} \langle x \mapsto \sin(n x) \rangle, k = 1,\ldots,m.",eng,"2. Sigma raised to k is an element of the direct sum across n in I of the mappings where x goes to sine of n times x, when k ranges from 1 to m."
37194,"P_x\left(\int_0^{\infty}DJ(\theta^*\vee l)_t e^{-rt}\,d(\theta_t^*\vee l) =0\right)=1. ",eng,P sub x of the integral from zero to infinity of D times J of theta star or l subscript t times e to the power of negative rt times d of theta sub t star or l equals zero equals one.
37195,"P_x\left(\int_0^{\infty}DJ(\theta^*\vee l)_t e^{-rt}\,d(\theta_t^*\vee l) =0\right)=1. ",eng,"Probability x of the integral zero to infinity, D times J, open parenthesis, theta star, vee l sub t, close parenthesis, times e to the power of negative rt, d of, open parenthesis, theta sub t star vee l, close parenthesis, equals zero, equals one."
37198,k=\frac{1}{4\pi} \int d^{3}x \vec{\nabla}\cdot \vec{B},eng,k equals one over four pi times the integral over d cubed x of the divergence of vector B
37199,k=\frac{1}{4\pi} \int d^{3}x \vec{\nabla}\cdot \vec{B},eng,"k is equal to the integral of the divergence of vector B over three dimensional space, divided by four pi"
37202,"\lim_{n\to\infty}\frac{L_n}{n} = qa.s., ",eng,The limit as n approaches infinity of L sub n over n equals q almost surely.
37203,"\lim_{n\to\infty}\frac{L_n}{n} = qa.s., ",eng,Limit of L sub n over n as n tends to infinity is q almost surely.
37206,S_\lambda S_\lambda^* f = \chi_{Z(\lambda)} \cdot f ,eng,"ess sub lambda, ess sub lambda star, f equals kye sub zee of lambda times f"
37207,S_\lambda S_\lambda^* f = \chi_{Z(\lambda)} \cdot f ,eng,"s lambda, s lambda star applied to f equals chi of the set of points where lambda is zero times f"
37210,"{E_q^{\gamma_N}}:=\bigcup_{Q,\,l(Q)\le 2^{10}l(q):\,\int_Q|f_q|\ge \gamma_N\cdot l(Q)}Q,",eng,"E_q superscript gamma sub N is defined as the union of Q such that the length of Q is less than or equal to 2 to the 10 times the length of q, and the integral over Q of the absolute value of f sub q is greater than or equal to gamma sub N times the length of Q."
37211,"{E_q^{\gamma_N}}:=\bigcup_{Q,\,l(Q)\le 2^{10}l(q):\,\int_Q|f_q|\ge \gamma_N\cdot l(Q)}Q,",eng,"E_q raised to the power of γ_N consists of the union of all Qs, where the size of Q is smaller or equal to 2 raised to the tenth power of the size of q, and the integral of the absolute value of f_q over Q is equal to or greater than γ_N times the size of Q."
37214,"\hat{h}_{i,t} = \frac{k}{n} \alpha_t (g_i ) ",eng,Hat h sub i comma t equals k over n alpha sub t times g sub i parentheses.
37215,"\hat{h}_{i,t} = \frac{k}{n} \alpha_t (g_i ) ",eng,Hat h i t equals k divided by n times alpha sub t g sub i.
37218,"z_B=z_{C_1}\cdots z_{C_k},",eng,zee sub B equals zee sub C one through zee sub C k
37219,"z_B=z_{C_1}\cdots z_{C_k},",eng,zee sub B is zee sub C one dot dot dot zee sub C k
37222,"(\nabla^2-(h_n-n)(h_n-n-1+d))|\Lambda_n\rangle=0\,.",eng,"nabla squared minus open parenthesis, h sub n minus n, close parenthesis, open parenthesis, h sub n minus n minus one plus d, close parenthesis, ket Lambda sub n equals zero."
37223,"(\nabla^2-(h_n-n)(h_n-n-1+d))|\Lambda_n\rangle=0\,.",eng,"del squared minus the quantity of h sub n minus n times the quantity of h sub n minus n minus one plus d, ket Lambda sub n equals zero."
37226,H^0(E_A(X)) = H^3(E_A(X)) = 0 H^1(E_A(X)) \simeq H^2(E_A(X)).,eng,H zero of E subscript A of X equals H three of E subscript A of X equals zero; H one of E subscript A of X is isomorphic to H two of E subscript A of X.
37227,H^0(E_A(X)) = H^3(E_A(X)) = 0 H^1(E_A(X)) \simeq H^2(E_A(X)).,eng,H naught of E sub A of X equals H cubed of E sub A of X equals zero; H first of E sub A of X is equivalent to H second of E sub A of X.
